id,name
67d3abda-a8f3-4534-8858-735cf3272c06,edit_profile
fcbd6d52-a607-4029-ac1f-051ffc7b3d2b,edit_order
09df3dbd-db77-4a17-9432-61fddf9ed955,edit_list
45b9b6b5-e6cf-4ab4-9237-a38d71fa3fa2,edit_quote
3bc6775f-113b-4671-a3ee-76cb64b9a82f,edit_invoice
362dbb37-2fbc-4d25-becf-84d183170272,edit_role
6477e056-8cf5-4f2d-85bd-16375e14cbe4,edit_company_info
86c6a474-e633-477e-9cac-e398fa6f2466,view_order
e88635a5-38d0-4c40-8be5-64f26616a35a,view_list
4c17a89f-b456-4153-90e0-ea322a5b087d,view_quote
06233bd5-27e2-4663-b0c2-d144123c6a2f,view_invoice
252767d4-5a23-4900-aeeb-f98569148e78,view_role
1c777678-5305-45aa-a177-7aa659d18af7,view_company_info
f9c68729-2e18-4a4d-8bc7-61516c944df3,view_payment_info
fc75de3a-0187-45a0-86fe-4509aad9bff9,edit_payment_info
6d9d9449-d42a-4595-ae38-a1c02516c0cc,view_payments_due
ca46736e-ce75-4e24-ac43-cc872ad1e51b,view_payments_made
7a573b82-8e59-4fc2-b02d-a35e2336734e,view_account_balance
e9f81cd9-50f8-412a-8688-4ca450edf5f3,view_linked_accounts
fc5f03dc-c884-4ec7-a6c7-aef1d3d12296,edit_linked_accounts
34de18a7-dd0f-4999-8c42-08399d032155,view_role
d70cb26a-a885-42c4-b58c-da51be59fde6,view_user
e3a81120-6102-4d8f-b3cd-ea5a717057a1,invite_user
21d11eb9-94e0-43ff-be2e-f2c558c4bcae,edit_users_accounts
d7c5e59d-0738-4ae8-afd1-da00154f5fa2,approve_users_accounts